date_county,Daily Max 8-hour Ozone Concentration,DAILY_AQI_VALUE
"07/14/2017, Lake",0.045,42
"07/15/2017, Lake",0.032,30
"07/16/2017, Lake",0.05,46
"07/17/2017, Lake",0.037,34
"07/18/2017, Lake",0.055,51
"07/19/2017, Lake",0.069,97
"07/20/2017, Lake",0.052,48
"07/21/2017, Lake",0.057,58
"07/22/2017, Lake",0.049,45
"07/23/2017, Lake",0.052,48
"07/24/2017, Lake",0.03,28
"07/25/2017, Lake",0.035,32
"07/26/2017, Lake",0.053,49
"07/27/2017, Lake",0.068,93
"07/28/2017, Lake",0.034,31
"07/29/2017, Lake",0.037,34
"07/30/2017, Lake",0.034,31
"07/31/2017, Lake",0.044,41
"08/01/2017, Lake",0.059,64
"08/02/2017, Lake",0.065,84
"08/03/2017, Lake",0.055,51
"08/04/2017, Lake",0.041,38
"08/05/2017, Lake",0.036,33
"08/06/2017, Lake",0.043,40
"08/07/2017, Lake",0.047,44
"08/08/2017, Lake",0.041,38
"08/09/2017, Lake",0.058,61
"08/10/2017, Lake",0.048,44
"08/11/2017, Lake",0.045,42
"08/12/2017, Lake",0.053,49
"08/13/2017, Lake",0.03,28
"08/14/2017, Lake",0.048,44
"08/15/2017, Lake",0.063,77
"08/16/2017, Lake",0.045,42
"08/17/2017, Lake",0.041,38
"08/18/2017, Lake",0.046,43
"08/19/2017, Lake",0.053,49
"08/20/2017, Lake",0.059,64
"08/21/2017, Lake",0.054,50
"08/22/2017, Lake",0.038,35
"08/23/2017, Lake",0.036,33
"08/24/2017, Lake",0.035,32
"08/25/2017, Lake",0.034,31
"08/26/2017, Lake",0.041,38
"08/27/2017, Lake",0.042,39
"08/28/2017, Lake",0.055,51
"08/29/2017, Lake",0.042,39
"08/30/2017, Lake",0.059,64
"08/31/2017, Lake",0.034,31
"09/01/2017, Lake",0.034,31
"09/02/2017, Lake",0.029,27
"09/03/2017, Lake",0.046,43
"09/04/2017, Lake",0.052,48
"09/05/2017, Lake",0.045,42
"09/06/2017, Lake",0.032,30
"09/07/2017, Lake",0.025,23
"09/08/2017, Lake",0.033,31
"09/09/2017, Lake",0.03,28
"09/10/2017, Lake",0.03,28
"09/11/2017, Lake",0.033,31
"09/12/2017, Lake",0.038,35
"09/13/2017, Lake",0.043,40
"09/14/2017, Lake",0.033,31
"09/15/2017, Lake",0.039,36
"09/16/2017, Lake",0.047,44
"09/17/2017, Lake",0.05,46
"09/18/2017, Lake",0.048,44
"09/19/2017, Lake",0.041,38
"09/20/2017, Lake",0.053,49
"09/21/2017, Lake",0.055,51
"09/22/2017, Lake",0.044,41
"09/23/2017, Lake",0.052,48
"09/24/2017, Lake",0.059,64
"09/25/2017, Lake",0.057,58
"09/26/2017, Lake",0.062,74
"09/27/2017, Lake",0.056,54
"09/28/2017, Lake",0.037,34
"09/29/2017, Lake",0.04,37
"09/30/2017, Lake",0.034,31
"10/01/2017, Lake",0.038,35
"10/02/2017, Lake",0.046,43
"10/03/2017, Lake",0.056,54
"10/04/2017, Lake",0.043,40
"10/05/2017, Lake",0.031,29
"10/06/2017, Lake",0.028,26
"10/07/2017, Lake",0.046,43
"10/08/2017, Lake",0.028,26
"10/09/2017, Lake",0.03,28
"10/10/2017, Lake",0.033,31
"10/11/2017, Lake",0.021,19
"10/12/2017, Lake",0.021,19
"10/13/2017, Lake",0.032,30
"10/14/2017, Lake",0.049,45
"10/15/2017, Lake",0.03,28
"10/16/2017, Lake",0.031,29
"10/17/2017, Lake",0.04,37
"10/18/2017, Lake",0.045,42
"10/19/2017, Lake",0.052,48
"10/20/2017, Lake",0.042,39
"10/21/2017, Lake",0.052,48
"10/22/2017, Lake",0.055,51
"10/23/2017, Lake",0.041,38
"10/24/2017, Lake",0.033,31
"10/25/2017, Lake",0.026,24
"10/26/2017, Lake",0.032,30
"10/27/2017, Lake",0.043,40
"10/28/2017, Lake",0.019,18
"10/29/2017, Lake",0.029,27
"10/30/2017, Lake",0.023,21
"03/01/2017, Lorain",0.039,36
"03/02/2017, Lorain",0.04,37
"03/03/2017, Lorain",0.041,38
"03/04/2017, Lorain",0.041,38
"03/05/2017, Lorain",0.038,35
"03/06/2017, Lorain",0.04,37
"03/07/2017, Lorain",0.039,36
"03/09/2017, Lorain",0.042,39
"03/10/2017, Lorain",0.04,37
"03/11/2017, Lorain",0.04,37
"03/12/2017, Lorain",0.041,38
"03/13/2017, Lorain",0.036,33
"03/16/2017, Lorain",0.042,39
"03/17/2017, Lorain",0.037,34
"03/18/2017, Lorain",0.025,23
"03/19/2017, Lorain",0.043,40
"03/20/2017, Lorain",0.027,25
"03/21/2017, Lorain",0.043,40
"03/22/2017, Lorain",0.041,38
"03/23/2017, Lorain",0.042,39
"03/24/2017, Lorain",0.055,51
"03/25/2017, Lorain",0.031,29
"03/26/2017, Lorain",0.034,31
"03/27/2017, Lorain",0.03,28
"03/28/2017, Lorain",0.031,29
"03/29/2017, Lorain",0.039,36
"03/30/2017, Lorain",0.028,26
"03/31/2017, Lorain",0.034,31
"04/01/2017, Lorain",0.045,42
"04/02/2017, Lorain",0.045,42
"04/03/2017, Lorain",0.043,40
"04/04/2017, Lorain",0.039,36
"04/05/2017, Lorain",0.043,40
"04/06/2017, Lorain",0.035,32
"04/07/2017, Lorain",0.044,41
"04/08/2017, Lorain",0.045,42
"04/09/2017, Lorain",0.056,54
"04/10/2017, Lorain",0.059,64
"04/11/2017, Lorain",0.039,36
"04/12/2017, Lorain",0.04,37
"04/13/2017, Lorain",0.041,38
"04/14/2017, Lorain",0.05,46
"04/15/2017, Lorain",0.056,54
"04/16/2017, Lorain",0.05,46
"04/17/2017, Lorain",0.044,41
"04/18/2017, Lorain",0.041,38
"04/19/2017, Lorain",0.038,35
"04/20/2017, Lorain",0.043,40
"04/21/2017, Lorain",0.033,31
"04/22/2017, Lorain",0.037,34
"04/23/2017, Lorain",0.045,42
"04/24/2017, Lorain",0.047,44
"04/25/2017, Lorain",0.045,42
"04/26/2017, Lorain",0.047,44
"04/27/2017, Lorain",0.048,44
"04/28/2017, Lorain",0.034,31
"04/29/2017, Lorain",0.039,36
"04/30/2017, Lorain",0.036,33
"05/01/2017, Lorain",0.045,42
"05/02/2017, Lorain",0.043,40
"05/03/2017, Lorain",0.044,41
"05/04/2017, Lorain",0.034,31
"05/05/2017, Lorain",0.04,37
"05/06/2017, Lorain",0.035,32
"05/07/2017, Lorain",0.041,38
"05/08/2017, Lorain",0.045,42
"05/09/2017, Lorain",0.05,46
"05/10/2017, Lorain",0.047,44
"05/11/2017, Lorain",0.037,34
"05/12/2017, Lorain",0.04,37
"05/13/2017, Lorain",0.053,49
"05/14/2017, Lorain",0.042,39
"05/15/2017, Lorain",0.035,32
"05/16/2017, Lorain",0.065,84
"05/17/2017, Lorain",0.056,54
"05/18/2017, Lorain",0.052,48
"05/19/2017, Lorain",0.028,26
"05/20/2017, Lorain",0.032,30
"05/21/2017, Lorain",0.041,38
"05/22/2017, Lorain",0.048,44
"05/23/2017, Lorain",0.059,64
"05/24/2017, Lorain",0.031,29
"05/25/2017, Lorain",0.03,28
"05/26/2017, Lorain",0.04,37
"05/27/2017, Lorain",0.043,40
"05/28/2017, Lorain",0.044,41
"05/29/2017, Lorain",0.05,46
"05/30/2017, Lorain",0.046,43
"05/31/2017, Lorain",0.049,45
"06/01/2017, Lorain",0.052,48
"06/02/2017, Lorain",0.049,45
"06/03/2017, Lorain",0.05,46
"06/04/2017, Lorain",0.058,61
"06/05/2017, Lorain",0.047,44
"06/06/2017, Lorain",0.033,31
"06/07/2017, Lorain",0.034,31
"06/08/2017, Lorain",0.042,39
"06/09/2017, Lorain",0.051,47
"06/10/2017, Lorain",0.068,93
"06/11/2017, Lorain",0.063,77
"06/12/2017, Lorain",0.055,51
"06/13/2017, Lorain",0.071,101
"06/14/2017, Lorain",0.056,54
"06/15/2017, Lorain",0.048,44
"06/16/2017, Lorain",0.063,77
"06/17/2017, Lorain",0.065,84
"06/18/2017, Lorain",0.039,36
"06/19/2017, Lorain",0.043,40
"06/20/2017, Lorain",0.047,44
"06/21/2017, Lorain",0.047,44
"06/22/2017, Lorain",0.049,45
"06/23/2017, Lorain",0.031,29
"06/24/2017, Lorain",0.043,40
"06/25/2017, Lorain",0.043,40
"06/26/2017, Lorain",0.039,36
"06/27/2017, Lorain",0.034,31
"06/28/2017, Lorain",0.054,50
"06/29/2017, Lorain",0.054,50
"06/30/2017, Lorain",0.046,43
"07/01/2017, Lorain",0.047,44
"07/02/2017, Lorain",0.054,50
"07/03/2017, Lorain",0.05,46
"07/04/2017, Lorain",0.039,36
"07/05/2017, Lorain",0.039,36
"07/06/2017, Lorain",0.055,51
"07/07/2017, Lorain",0.049,45
"07/08/2017, Lorain",0.039,36
"07/09/2017, Lorain",0.046,43
"07/10/2017, Lorain",0.033,31
"07/11/2017, Lorain",0.043,40
"07/12/2017, Lorain",0.045,42
"07/13/2017, Lorain",0.036,33
"07/14/2017, Lorain",0.043,40
"07/15/2017, Lorain",0.036,33
"07/16/2017, Lorain",0.041,38
"07/17/2017, Lorain",0.036,33
"07/18/2017, Lorain",0.057,58
"07/19/2017, Lorain",0.064,80
"07/20/2017, Lorain",0.052,48
"07/21/2017, Lorain",0.057,58
"07/22/2017, Lorain",0.041,38
"07/23/2017, Lorain",0.049,45
"07/24/2017, Lorain",0.028,26
"07/25/2017, Lorain",0.028,26
"07/26/2017, Lorain",0.05,46
"07/27/2017, Lorain",0.055,51
"07/28/2017, Lorain",0.034,31
"07/29/2017, Lorain",0.029,27
"07/30/2017, Lorain",0.03,28
"07/31/2017, Lorain",0.043,40
"08/01/2017, Lorain",0.056,54
"08/02/2017, Lorain",0.054,50
"08/03/2017, Lorain",0.049,45
"08/04/2017, Lorain",0.035,32
"08/05/2017, Lorain",0.036,33
"08/06/2017, Lorain",0.033,31
"08/07/2017, Lorain",0.043,40
"08/08/2017, Lorain",0.043,40
"08/09/2017, Lorain",0.047,44
"08/10/2017, Lorain",0.062,74
"08/11/2017, Lorain",0.044,41
"08/12/2017, Lorain",0.048,44
"08/13/2017, Lorain",0.029,27
"08/14/2017, Lorain",0.052,48
"08/15/2017, Lorain",0.059,64
"08/16/2017, Lorain",0.051,47
"08/17/2017, Lorain",0.029,27
"08/18/2017, Lorain",0.043,40
"08/19/2017, Lorain",0.049,45
"08/20/2017, Lorain",0.052,48
"08/21/2017, Lorain",0.046,43
"08/22/2017, Lorain",0.036,33
"08/23/2017, Lorain",0.033,31
"08/24/2017, Lorain",0.032,30
"08/25/2017, Lorain",0.03,28
"08/26/2017, Lorain",0.039,36
"08/27/2017, Lorain",0.046,43
"08/28/2017, Lorain",0.041,38
"08/29/2017, Lorain",0.03,28
"08/30/2017, Lorain",0.052,48
"08/31/2017, Lorain",0.03,28
"09/01/2017, Lorain",0.034,31
"09/02/2017, Lorain",0.024,22
"09/03/2017, Lorain",0.042,39
"09/04/2017, Lorain",0.047,44
"09/05/2017, Lorain",0.038,35
"09/06/2017, Lorain",0.027,25
"09/07/2017, Lorain",0.019,18
"09/08/2017, Lorain",0.032,30
"09/09/2017, Lorain",0.029,27
"09/10/2017, Lorain",0.029,27
"09/11/2017, Lorain",0.034,31
"09/12/2017, Lorain",0.041,38
"09/13/2017, Lorain",0.027,25
"09/14/2017, Lorain",0.023,21
"09/15/2017, Lorain",0.04,37
"09/16/2017, Lorain",0.049,45
"09/17/2017, Lorain",0.047,44
"09/18/2017, Lorain",0.045,42
"09/19/2017, Lorain",0.034,31
"09/20/2017, Lorain",0.053,49
"09/21/2017, Lorain",0.051,47
"09/22/2017, Lorain",0.06,67
"09/23/2017, Lorain",0.05,46
"09/24/2017, Lorain",0.061,71
"09/25/2017, Lorain",0.066,87
"09/26/2017, Lorain",0.059,64
"09/27/2017, Lorain",0.05,46
"09/28/2017, Lorain",0.034,31
"09/29/2017, Lorain",0.038,35
"09/30/2017, Lorain",0.034,31
"10/01/2017, Lorain",0.04,37
"10/02/2017, Lorain",0.045,42
"10/03/2017, Lorain",0.047,44
"10/04/2017, Lorain",0.039,36
"10/05/2017, Lorain",0.026,24
"10/06/2017, Lorain",0.022,20
"10/07/2017, Lorain",0.041,38
"10/08/2017, Lorain",0.029,27
"10/09/2017, Lorain",0.027,25
"10/10/2017, Lorain",0.041,38
"10/11/2017, Lorain",0.019,18
"10/12/2017, Lorain",0.01,9
"10/13/2017, Lorain",0.031,29
"10/14/2017, Lorain",0.045,42
"10/15/2017, Lorain",0.034,31
"10/16/2017, Lorain",0.028,26
"10/17/2017, Lorain",0.037,34
"10/18/2017, Lorain",0.042,39
"10/19/2017, Lorain",0.046,43
"10/20/2017, Lorain",0.041,38
"10/21/2017, Lorain",0.05,46
"10/22/2017, Lorain",0.042,39
"10/23/2017, Lorain",0.033,31
"10/24/2017, Lorain",0.029,27
"10/25/2017, Lorain",0.028,26
"10/26/2017, Lorain",0.033,31
"10/27/2017, Lorain",0.039,36
"10/28/2017, Lorain",0.019,18
"10/29/2017, Lorain",0.025,23
"10/30/2017, Lorain",0.023,21
"03/02/2017, Medina",0.04,37
"03/03/2017, Medina",0.04,37
"03/04/2017, Medina",0.044,41
"03/05/2017, Medina",0.04,37
"03/06/2017, Medina",0.043,40
"03/07/2017, Medina",0.042,39
"03/08/2017, Medina",0.044,41
"03/09/2017, Medina",0.042,39
"03/10/2017, Medina",0.042,39
"03/11/2017, Medina",0.038,35
"03/12/2017, Medina",0.041,38
"03/13/2017, Medina",0.036,33
"03/14/2017, Medina",0.043,40
"03/15/2017, Medina",0.045,42
"03/16/2017, Medina",0.044,41
"03/17/2017, Medina",0.039,36
"03/18/2017, Medina",0.025,23
"03/19/2017, Medina",0.037,34
"03/20/2017, Medina",0.029,27
"03/21/2017, Medina",0.046,43
"03/22/2017, Medina",0.043,40
"03/23/2017, Medina",0.048,44
"03/24/2017, Medina",0.06,67
"03/25/2017, Medina",0.045,42
"03/26/2017, Medina",0.045,42
"03/27/2017, Medina",0.043,40
"03/28/2017, Medina",0.027,25
"03/29/2017, Medina",0.042,39
"03/30/2017, Medina",0.032,30
"03/31/2017, Medina",0.033,31
"04/01/2017, Medina",0.044,41
"04/02/2017, Medina",0.047,44
"04/03/2017, Medina",0.042,39
"04/04/2017, Medina",0.042,39
"04/05/2017, Medina",0.048,44
"04/06/2017, Medina",0.035,32
"04/07/2017, Medina",0.044,41
"04/08/2017, Medina",0.045,42
"04/09/2017, Medina",0.058,61
"04/10/2017, Medina",0.06,67
"04/11/2017, Medina",0.039,36
"04/12/2017, Medina",0.039,36
"04/13/2017, Medina",0.043,40
"04/14/2017, Medina",0.06,67
"04/15/2017, Medina",0.057,58
"04/16/2017, Medina",0.052,48
"04/17/2017, Medina",0.043,40
"04/18/2017, Medina",0.056,54
"04/19/2017, Medina",0.04,37
"04/20/2017, Medina",0.049,45
"04/21/2017, Medina",0.035,32
"04/22/2017, Medina",0.038,35
"04/23/2017, Medina",0.049,45
"04/24/2017, Medina",0.059,64
"04/25/2017, Medina",0.045,42
"04/26/2017, Medina",0.045,42
"04/27/2017, Medina",0.05,46
"04/28/2017, Medina",0.033,31
"04/29/2017, Medina",0.027,25
"04/30/2017, Medina",0.034,31
"05/01/2017, Medina",0.044,41
"05/02/2017, Medina",0.044,41
"05/03/2017, Medina",0.047,44
"05/04/2017, Medina",0.03,28
"05/05/2017, Medina",0.039,36
"05/06/2017, Medina",0.037,34
"05/07/2017, Medina",0.043,40
"05/08/2017, Medina",0.048,44
"05/09/2017, Medina",0.057,58
"05/10/2017, Medina",0.056,54
"05/11/2017, Medina",0.036,33
"05/12/2017, Medina",0.033,31
"05/13/2017, Medina",0.05,46
"05/14/2017, Medina",0.048,44
"05/15/2017, Medina",0.041,38
"05/16/2017, Medina",0.068,93
"05/17/2017, Medina",0.056,54
"05/18/2017, Medina",0.051,47
"05/19/2017, Medina",0.025,23
"05/20/2017, Medina",0.035,32
"05/21/2017, Medina",0.035,32
"05/22/2017, Medina",0.047,44
"05/23/2017, Medina",0.061,71
"05/24/2017, Medina",0.032,30
"05/25/2017, Medina",0.034,31
"05/26/2017, Medina",0.032,30
"05/27/2017, Medina",0.048,44
"05/28/2017, Medina",0.044,41
"05/29/2017, Medina",0.048,44
"05/30/2017, Medina",0.05,46
"05/31/2017, Medina",0.053,49
"06/01/2017, Medina",0.056,54
"06/02/2017, Medina",0.049,45
"06/03/2017, Medina",0.06,67
"06/04/2017, Medina",0.056,54
"06/05/2017, Medina",0.046,43
"06/06/2017, Medina",0.035,32
"06/07/2017, Medina",0.027,25
"06/08/2017, Medina",0.042,39
"06/09/2017, Medina",0.054,50
"06/10/2017, Medina",0.07,100
"06/11/2017, Medina",0.064,80
"06/12/2017, Medina",0.058,61
"06/13/2017, Medina",0.042,39
"06/14/2017, Medina",0.055,51
"06/15/2017, Medina",0.047,44
"06/16/2017, Medina",0.059,64
"06/17/2017, Medina",0.063,77
"06/18/2017, Medina",0.042,39
"06/19/2017, Medina",0.047,44
"06/20/2017, Medina",0.049,45
"06/21/2017, Medina",0.056,54
"06/22/2017, Medina",0.052,48
"06/23/2017, Medina",0.029,27
"06/24/2017, Medina",0.042,39
"06/25/2017, Medina",0.043,40
"06/26/2017, Medina",0.04,37
"06/27/2017, Medina",0.037,34
"06/28/2017, Medina",0.053,49
"06/29/2017, Medina",0.056,54
"06/30/2017, Medina",0.042,39
"07/01/2017, Medina",0.045,42
"07/02/2017, Medina",0.052,48
"07/03/2017, Medina",0.056,54
"07/04/2017, Medina",0.042,39
"07/05/2017, Medina",0.053,49
"07/06/2017, Medina",0.052,48
"07/07/2017, Medina",0.054,50
"07/08/2017, Medina",0.039,36
"07/09/2017, Medina",0.049,45
"07/11/2017, Medina",0.041,38
"07/12/2017, Medina",0.048,44
"07/13/2017, Medina",0.032,30
"07/14/2017, Medina",0.048,44
"07/15/2017, Medina",0.036,33
"07/16/2017, Medina",0.043,40
"07/17/2017, Medina",0.041,38
"07/18/2017, Medina",0.059,64
"07/19/2017, Medina",0.058,61
"07/20/2017, Medina",0.046,43
"07/21/2017, Medina",0.061,71
"07/22/2017, Medina",0.036,33
"07/23/2017, Medina",0.042,39
"07/24/2017, Medina",0.029,27
"07/25/2017, Medina",0.036,33
"07/26/2017, Medina",0.052,48
"07/27/2017, Medina",0.05,46
"07/28/2017, Medina",0.04,37
"07/29/2017, Medina",0.031,29
"07/30/2017, Medina",0.027,25
"07/31/2017, Medina",0.044,41
"08/01/2017, Medina",0.053,49
"08/02/2017, Medina",0.054,50
"08/03/2017, Medina",0.053,49
"08/04/2017, Medina",0.037,34
"08/05/2017, Medina",0.03,28
"08/06/2017, Medina",0.033,31
"08/07/2017, Medina",0.044,41
"08/08/2017, Medina",0.038,35
"08/09/2017, Medina",0.05,46
"08/10/2017, Medina",0.052,48
"08/11/2017, Medina",0.047,44
"08/12/2017, Medina",0.05,46
"08/13/2017, Medina",0.037,34
"08/14/2017, Medina",0.054,50
"08/15/2017, Medina",0.054,50
"08/16/2017, Medina",0.062,74
"08/17/2017, Medina",0.029,27
"08/18/2017, Medina",0.043,40
"08/19/2017, Medina",0.049,45
"08/20/2017, Medina",0.052,48
"08/21/2017, Medina",0.053,49
"08/22/2017, Medina",0.039,36
"08/23/2017, Medina",0.035,32
"08/24/2017, Medina",0.031,29
"08/25/2017, Medina",0.037,34
"08/26/2017, Medina",0.044,41
"08/27/2017, Medina",0.05,46
"08/28/2017, Medina",0.046,43
"08/29/2017, Medina",0.031,29
"08/30/2017, Medina",0.051,47
"08/31/2017, Medina",0.034,31
"09/01/2017, Medina",0.032,30
"09/02/2017, Medina",0.027,25
"09/03/2017, Medina",0.045,42
"09/04/2017, Medina",0.054,50
"09/05/2017, Medina",0.038,35
"09/06/2017, Medina",0.034,31
"09/07/2017, Medina",0.023,21
"09/08/2017, Medina",0.035,32
"09/09/2017, Medina",0.034,31
"09/10/2017, Medina",0.032,30
"09/11/2017, Medina",0.042,39
"09/12/2017, Medina",0.044,41
"09/13/2017, Medina",0.031,29
"09/14/2017, Medina",0.02,19
"09/15/2017, Medina",0.034,31
"09/16/2017, Medina",0.048,44
"09/17/2017, Medina",0.041,38
"09/18/2017, Medina",0.047,44
"09/19/2017, Medina",0.039,36
"09/20/2017, Medina",0.045,42
"09/21/2017, Medina",0.057,58
"09/22/2017, Medina",0.066,87
"09/23/2017, Medina",0.06,67
"09/24/2017, Medina",0.053,49
"09/26/2017, Medina",0.064,80
"09/27/2017, Medina",0.064,80
"09/28/2017, Medina",0.039,36
"09/29/2017, Medina",0.041,38
"09/30/2017, Medina",0.036,33
"10/01/2017, Medina",0.043,40
"10/02/2017, Medina",0.047,44
"10/03/2017, Medina",0.049,45
"10/04/2017, Medina",0.045,42
"10/05/2017, Medina",0.025,23
"10/06/2017, Medina",0.028,26
"10/07/2017, Medina",0.042,39
"10/08/2017, Medina",0.029,27
"10/09/2017, Medina",0.023,21
"10/10/2017, Medina",0.042,39
"10/11/2017, Medina",0.017,16
"10/12/2017, Medina",0.013,12
"10/13/2017, Medina",0.035,32
"10/14/2017, Medina",0.049,45
"10/15/2017, Medina",0.031,29
"10/16/2017, Medina",0.03,28
"10/17/2017, Medina",0.04,37
"10/18/2017, Medina",0.042,39
"10/19/2017, Medina",0.051,47
"10/20/2017, Medina",0.046,43
"10/21/2017, Medina",0.049,45
"10/22/2017, Medina",0.046,43
"10/23/2017, Medina",0.035,32
"10/24/2017, Medina",0.031,29
"10/25/2017, Medina",0.027,25
"10/26/2017, Medina",0.037,34
"10/27/2017, Medina",0.048,44
"10/28/2017, Medina",0.022,20
"10/29/2017, Medina",0.023,21
"10/30/2017, Medina",0.025,23
