date_county,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE
"12/12/2017, Cuyahoga",7.1,30
"12/15/2017, Cuyahoga",14.3,56
"12/18/2017, Cuyahoga",13.1,53
"12/21/2017, Cuyahoga",6.3,26
"12/24/2017, Cuyahoga",15.0,57
"12/27/2017, Cuyahoga",12.8,52
"12/30/2017, Cuyahoga",13.1,53
"06/08/2017, Cuyahoga",10.1,42
"06/12/2017, Cuyahoga",19.6,67
"06/18/2017, Cuyahoga",12.3,51
"06/24/2017, Cuyahoga",7.0,29
"06/30/2017, Cuyahoga",8.5,35
"07/06/2017, Cuyahoga",18.8,65
"07/12/2017, Cuyahoga",15.3,58
"07/18/2017, Cuyahoga",18.6,65
"07/24/2017, Cuyahoga",7.9,33
"07/30/2017, Cuyahoga",10.8,45
"08/05/2017, Cuyahoga",6.5,27
"08/11/2017, Cuyahoga",17.7,63
"08/17/2017, Cuyahoga",20.9,70
"08/23/2017, Cuyahoga",9.5,40
"08/29/2017, Cuyahoga",17.4,62
"09/04/2017, Cuyahoga",14.4,56
"09/10/2017, Cuyahoga",9.9,41
"09/16/2017, Cuyahoga",19.3,66
"09/22/2017, Cuyahoga",20.4,68
"09/28/2017, Cuyahoga",6.5,27
"10/04/2017, Cuyahoga",12.5,52
"10/10/2017, Cuyahoga",16.0,59
"10/16/2017, Cuyahoga",6.9,29
"10/22/2017, Cuyahoga",27.2,83
"10/28/2017, Cuyahoga",4.8,20
"11/03/2017, Cuyahoga",4.2,18
"11/09/2017, Cuyahoga",21.6,71
"11/15/2017, Cuyahoga",22.9,74
"11/21/2017, Cuyahoga",7.6,32
"11/27/2017, Cuyahoga",11.0,46
"12/03/2017, Cuyahoga",34.8,99
"12/09/2017, Cuyahoga",15.0,57
"12/15/2017, Cuyahoga",13.8,55
"12/21/2017, Cuyahoga",6.9,29
"12/27/2017, Cuyahoga",12.1,51
"04/01/2017, Cuyahoga",4.8,20
"04/04/2017, Cuyahoga",4.4,18
"04/07/2017, Cuyahoga",2.0,8
"04/10/2017, Cuyahoga",10.0,42
"04/13/2017, Cuyahoga",3.5,15
"04/16/2017, Cuyahoga",7.6,32
"04/19/2017, Cuyahoga",7.9,33
"04/22/2017, Cuyahoga",3.4,14
"04/25/2017, Cuyahoga",3.5,15
"04/28/2017, Cuyahoga",4.3,18
"05/01/2017, Cuyahoga",6.3,26
"05/04/2017, Cuyahoga",4.9,20
"05/07/2017, Cuyahoga",2.2,9
"05/10/2017, Cuyahoga",3.5,15
"05/13/2017, Cuyahoga",6.5,27
"05/16/2017, Cuyahoga",8.5,35
"05/19/2017, Cuyahoga",4.6,19
"05/22/2017, Cuyahoga",4.8,20
"05/25/2017, Cuyahoga",2.7,11
"05/28/2017, Cuyahoga",8.2,34
"05/31/2017, Cuyahoga",4.8,20
"06/03/2017, Cuyahoga",7.6,32
"06/06/2017, Cuyahoga",3.0,13
"06/09/2017, Cuyahoga",7.0,29
"06/12/2017, Cuyahoga",13.5,54
"06/15/2017, Cuyahoga",6.7,28
"06/18/2017, Cuyahoga",7.8,33
"06/21/2017, Cuyahoga",6.4,27
"06/24/2017, Cuyahoga",5.3,22
"06/27/2017, Cuyahoga",4.2,18
"06/30/2017, Cuyahoga",5.3,22
"07/03/2017, Cuyahoga",7.2,30
"07/06/2017, Cuyahoga",13.8,55
"07/09/2017, Cuyahoga",6.6,28
"07/12/2017, Cuyahoga",9.8,41
"07/15/2017, Cuyahoga",5.0,21
"07/18/2017, Cuyahoga",9.1,38
"07/21/2017, Cuyahoga",9.4,39
"07/24/2017, Cuyahoga",5.4,23
"07/27/2017, Cuyahoga",11.0,46
"07/30/2017, Cuyahoga",5.6,23
"08/02/2017, Cuyahoga",13.8,55
"08/05/2017, Cuyahoga",4.5,19
"08/08/2017, Cuyahoga",6.9,29
"08/11/2017, Cuyahoga",13.6,54
"08/14/2017, Cuyahoga",8.1,34
"08/17/2017, Cuyahoga",10.2,43
"08/20/2017, Cuyahoga",9.4,39
"08/23/2017, Cuyahoga",6.5,27
"08/26/2017, Cuyahoga",6.8,28
"08/29/2017, Cuyahoga",10.1,42
"09/01/2017, Cuyahoga",2.1,9
"09/04/2017, Cuyahoga",14.1,55
"09/07/2017, Cuyahoga",3.4,14
"09/10/2017, Cuyahoga",2.8,12
"09/13/2017, Cuyahoga",5.1,21
"09/16/2017, Cuyahoga",9.1,38
"09/19/2017, Cuyahoga",13.3,54
"09/22/2017, Cuyahoga",7.5,31
"09/25/2017, Cuyahoga",10.2,43
"09/28/2017, Cuyahoga",2.7,11
"10/01/2017, Cuyahoga",2.8,12
"10/04/2017, Cuyahoga",7.6,32
"10/07/2017, Cuyahoga",8.1,34
"10/10/2017, Cuyahoga",14.1,55
"10/13/2017, Cuyahoga",5.6,23
"10/16/2017, Cuyahoga",2.6,11
"10/19/2017, Cuyahoga",7.7,32
"10/22/2017, Cuyahoga",11.0,46
"10/25/2017, Cuyahoga",3.3,14
"10/31/2017, Cuyahoga",3.8,16
"11/03/2017, Cuyahoga",3.8,16
"11/06/2017, Cuyahoga",2.6,11
"11/09/2017, Cuyahoga",7.7,32
"11/12/2017, Cuyahoga",11.2,47
"11/15/2017, Cuyahoga",10.6,44
"11/18/2017, Cuyahoga",5.1,21
"11/21/2017, Cuyahoga",5.1,21
"11/24/2017, Cuyahoga",7.9,33
"11/27/2017, Cuyahoga",10.7,45
"11/30/2017, Cuyahoga",10.4,43
"12/03/2017, Cuyahoga",22.6,73
"12/06/2017, Cuyahoga",3.5,15
"12/09/2017, Cuyahoga",9.9,41
"12/12/2017, Cuyahoga",4.5,19
"12/15/2017, Cuyahoga",10.9,45
"12/18/2017, Cuyahoga",12.9,53
"12/21/2017, Cuyahoga",4.5,19
"12/24/2017, Cuyahoga",13.6,54
"12/27/2017, Cuyahoga",12.0,50
"12/30/2017, Cuyahoga",12.7,52
"08/11/2017, Cuyahoga",25.1,78
"08/17/2017, Cuyahoga",13.1,53
"08/23/2017, Cuyahoga",9.3,39
"08/29/2017, Cuyahoga",17.3,62
"09/04/2017, Cuyahoga",15.1,57
"09/10/2017, Cuyahoga",7.8,33
"09/16/2017, Cuyahoga",12.7,52
"09/22/2017, Cuyahoga",14.5,56
"09/28/2017, Cuyahoga",6.0,25
"10/04/2017, Cuyahoga",7.5,31
"10/10/2017, Cuyahoga",14.4,56
"10/16/2017, Cuyahoga",5.4,23
"10/22/2017, Cuyahoga",15.0,57
"10/28/2017, Cuyahoga",3.0,13
"11/03/2017, Cuyahoga",4.2,18
"11/09/2017, Cuyahoga",9.9,41
"11/15/2017, Cuyahoga",12.5,52
"11/21/2017, Cuyahoga",6.6,28
"11/27/2017, Cuyahoga",12.2,51
"12/03/2017, Cuyahoga",29.3,87
"12/09/2017, Cuyahoga",13.0,53
"12/15/2017, Cuyahoga",11.4,48
"12/21/2017, Cuyahoga",8.6,36
"12/27/2017, Cuyahoga",12.2,51
"01/01/2017, Cuyahoga",12.0,50
"01/04/2017, Cuyahoga",5.4,23
"01/07/2017, Cuyahoga",14.8,57
"01/10/2017, Cuyahoga",5.1,21
"01/13/2017, Cuyahoga",6.5,27
"01/16/2017, Cuyahoga",24.1,76
"01/19/2017, Cuyahoga",8.0,33
"01/22/2017, Cuyahoga",7.1,30
"01/25/2017, Cuyahoga",6.3,26
"01/28/2017, Cuyahoga",13.7,54
"02/03/2017, Cuyahoga",8.5,35
"02/06/2017, Cuyahoga",18.1,64
"02/09/2017, Cuyahoga",3.6,15
"02/12/2017, Cuyahoga",14.1,55
"02/15/2017, Cuyahoga",3.7,15
"02/18/2017, Cuyahoga",10.0,42
"02/21/2017, Cuyahoga",11.9,50
"02/24/2017, Cuyahoga",7.1,30
"02/27/2017, Cuyahoga",5.3,22
"03/02/2017, Cuyahoga",2.2,9
"03/05/2017, Cuyahoga",3.8,16
"03/08/2017, Cuyahoga",2.0,8
"03/14/2017, Cuyahoga",6.3,26
"03/17/2017, Cuyahoga",11.8,49
"03/20/2017, Cuyahoga",14.6,56
"03/23/2017, Cuyahoga",5.0,21
"03/26/2017, Cuyahoga",9.2,38
"03/29/2017, Cuyahoga",5.1,21
"04/01/2017, Cuyahoga",5.1,21
"04/04/2017, Cuyahoga",2.9,12
"04/07/2017, Cuyahoga",2.1,9
"04/10/2017, Cuyahoga",7.9,33
"04/13/2017, Cuyahoga",5.6,23
"04/19/2017, Cuyahoga",6.4,27
"04/20/2017, Cuyahoga",8.0,33
"04/22/2017, Cuyahoga",4.2,18
"04/25/2017, Cuyahoga",3.4,14
"04/28/2017, Cuyahoga",4.6,19
"05/01/2017, Cuyahoga",5.5,23
"05/04/2017, Cuyahoga",6.4,27
"05/07/2017, Cuyahoga",3.1,13
"05/10/2017, Cuyahoga",5.6,23
"05/13/2017, Cuyahoga",7.6,32
"05/16/2017, Cuyahoga",8.0,33
"05/19/2017, Cuyahoga",4.6,19
"05/22/2017, Cuyahoga",3.5,15
"05/25/2017, Cuyahoga",2.5,10
"05/28/2017, Cuyahoga",8.3,35
"05/31/2017, Cuyahoga",4.0,17
"06/03/2017, Cuyahoga",9.4,39
"06/06/2017, Cuyahoga",2.4,10
"06/09/2017, Cuyahoga",6.7,28
"06/12/2017, Cuyahoga",12.3,51
"06/15/2017, Cuyahoga",6.3,26
"06/18/2017, Cuyahoga",8.2,34
"06/21/2017, Cuyahoga",4.9,20
"06/24/2017, Cuyahoga",5.3,22
"06/27/2017, Cuyahoga",2.8,12
"06/30/2017, Cuyahoga",5.3,22
"07/03/2017, Cuyahoga",7.3,30
"07/06/2017, Cuyahoga",13.0,53
"07/09/2017, Cuyahoga",8.2,34
"07/12/2017, Cuyahoga",10.2,43
"07/15/2017, Cuyahoga",6.5,27
"07/18/2017, Cuyahoga",10.5,44
"07/21/2017, Cuyahoga",9.3,39
"07/24/2017, Cuyahoga",4.3,18
"07/27/2017, Cuyahoga",10.1,42
"07/30/2017, Cuyahoga",9.1,38
"08/02/2017, Cuyahoga",13.4,54
"08/05/2017, Cuyahoga",5.5,23
"08/08/2017, Cuyahoga",7.6,32
"08/11/2017, Cuyahoga",12.0,50
"08/14/2017, Cuyahoga",8.5,35
"08/17/2017, Cuyahoga",10.0,42
"08/20/2017, Cuyahoga",11.6,48
"08/23/2017, Cuyahoga",5.6,23
"08/26/2017, Cuyahoga",8.3,35
"08/29/2017, Cuyahoga",10.3,43
"09/01/2017, Cuyahoga",2.9,12
"09/04/2017, Cuyahoga",13.2,53
"09/07/2017, Cuyahoga",3.2,13
"09/10/2017, Cuyahoga",4.4,18
"09/13/2017, Cuyahoga",5.0,21
"09/16/2017, Cuyahoga",15.5,58
"09/19/2017, Cuyahoga",14.3,56
"09/22/2017, Cuyahoga",19.3,66
"09/25/2017, Cuyahoga",20.6,69
"09/28/2017, Cuyahoga",19.2,66
"10/01/2017, Cuyahoga",6.7,28
"10/04/2017, Cuyahoga",6.7,28
"10/07/2017, Cuyahoga",7.6,32
"10/10/2017, Cuyahoga",9.9,41
"10/13/2017, Cuyahoga",8.4,35
"10/16/2017, Cuyahoga",3.2,13
"10/19/2017, Cuyahoga",8.2,34
"10/22/2017, Cuyahoga",10.5,44
"10/25/2017, Cuyahoga",3.0,13
"10/28/2017, Cuyahoga",3.0,13
"10/31/2017, Cuyahoga",3.7,15
"11/03/2017, Cuyahoga",4.0,17
"11/06/2017, Cuyahoga",2.5,10
"11/09/2017, Cuyahoga",9.0,38
"11/12/2017, Cuyahoga",12.9,53
"11/15/2017, Cuyahoga",11.2,47
"11/21/2017, Cuyahoga",4.4,18
"11/24/2017, Cuyahoga",6.6,28
"11/27/2017, Cuyahoga",10.5,44
"11/30/2017, Cuyahoga",11.0,46
"12/03/2017, Cuyahoga",22.4,73
"12/06/2017, Cuyahoga",3.1,13
"12/09/2017, Cuyahoga",9.8,41
"12/12/2017, Cuyahoga",4.1,17
"12/15/2017, Cuyahoga",8.8,37
"12/18/2017, Cuyahoga",11.9,50
"12/21/2017, Cuyahoga",4.9,20
"12/24/2017, Cuyahoga",15.1,57
"12/27/2017, Cuyahoga",10.4,43
"12/30/2017, Cuyahoga",10.3,43
"01/01/2017, Lake",11.5,48
"01/04/2017, Lake",4.7,20
"01/07/2017, Lake",12.4,52
"01/10/2017, Lake",5.1,21
"01/13/2017, Lake",5.6,23
"01/16/2017, Lake",23.1,74
"01/19/2017, Lake",8.0,33
"01/22/2017, Lake",5.6,23
"01/25/2017, Lake",6.2,26
"01/28/2017, Lake",11.1,46
"01/31/2017, Lake",8.5,35
"02/03/2017, Lake",5.3,22
"02/06/2017, Lake",15.1,57
"02/09/2017, Lake",3.0,13
"02/12/2017, Lake",15.6,58
"02/15/2017, Lake",2.7,11
"02/18/2017, Lake",8.2,34
"02/21/2017, Lake",10.5,44
"02/24/2017, Lake",7.2,30
"02/27/2017, Lake",5.5,23
"03/02/2017, Lake",3.0,13
"03/05/2017, Lake",4.1,17
"03/08/2017, Lake",2.2,9
"03/11/2017, Lake",3.2,13
"03/14/2017, Lake",3.9,16
"03/17/2017, Lake",10.9,45
"03/20/2017, Lake",13.9,55
"03/23/2017, Lake",5.9,25
"03/26/2017, Lake",9.2,38
"03/29/2017, Lake",4.0,17
"04/01/2017, Lake",5.0,21
"04/04/2017, Lake",4.7,20
"04/07/2017, Lake",1.4,6
"04/10/2017, Lake",8.0,33
"04/13/2017, Lake",4.4,18
"04/16/2017, Lake",6.9,29
"04/22/2017, Lake",4.4,18
"04/25/2017, Lake",2.5,10
"04/28/2017, Lake",4.2,18
"05/01/2017, Lake",5.6,23
"05/04/2017, Lake",5.2,22
"05/07/2017, Lake",2.5,10
"05/10/2017, Lake",3.8,16
"05/13/2017, Lake",9.1,38
"05/16/2017, Lake",11.0,46
"05/19/2017, Lake",4.5,19
"05/22/2017, Lake",3.8,16
"05/25/2017, Lake",2.1,9
"06/03/2017, Lake",6.8,28
"06/06/2017, Lake",2.0,8
"06/09/2017, Lake",6.1,25
"06/12/2017, Lake",12.6,52
"06/15/2017, Lake",7.2,30
"06/18/2017, Lake",8.4,35
"06/21/2017, Lake",4.2,18
"06/24/2017, Lake",4.8,20
"06/27/2017, Lake",3.3,14
"06/30/2017, Lake",4.9,20
"07/03/2017, Lake",8.7,36
"07/06/2017, Lake",11.7,49
"07/09/2017, Lake",6.2,26
"07/12/2017, Lake",9.7,40
"07/15/2017, Lake",6.9,29
"07/18/2017, Lake",8.1,34
"07/21/2017, Lake",8.7,36
"07/24/2017, Lake",4.5,19
"07/27/2017, Lake",10.2,43
"07/30/2017, Lake",7.3,30
"08/02/2017, Lake",11.8,49
"08/05/2017, Lake",4.3,18
"08/11/2017, Lake",13.1,53
"08/14/2017, Lake",7.1,30
"08/17/2017, Lake",8.8,37
"08/20/2017, Lake",9.5,40
"08/23/2017, Lake",7.2,30
"08/26/2017, Lake",8.8,37
"08/29/2017, Lake",9.6,40
"09/01/2017, Lake",2.6,11
"09/07/2017, Lake",2.9,12
"09/10/2017, Lake",3.0,13
"09/13/2017, Lake",6.5,27
"09/16/2017, Lake",11.5,48
"09/19/2017, Lake",15.0,57
"09/22/2017, Lake",10.0,42
"09/25/2017, Lake",12.6,52
"09/28/2017, Lake",2.4,10
"10/01/2017, Lake",4.6,19
"10/04/2017, Lake",7.2,30
"10/07/2017, Lake",7.7,32
"10/10/2017, Lake",11.4,48
"10/13/2017, Lake",5.0,21
"10/16/2017, Lake",2.2,9
"10/19/2017, Lake",8.2,34
"10/22/2017, Lake",10.5,44
"10/25/2017, Lake",2.3,10
"10/28/2017, Lake",3.1,13
"10/31/2017, Lake",3.3,14
"11/03/2017, Lake",2.6,11
"11/06/2017, Lake",1.8,8
"11/09/2017, Lake",7.4,31
"11/12/2017, Lake",12.5,52
"11/15/2017, Lake",10.8,45
"11/18/2017, Lake",4.8,20
"11/21/2017, Lake",4.7,20
"11/24/2017, Lake",6.2,26
"11/27/2017, Lake",10.8,45
"11/30/2017, Lake",9.1,38
"12/03/2017, Lake",22.5,73
"12/06/2017, Lake",3.2,13
"12/09/2017, Lake",8.4,35
"12/12/2017, Lake",4.6,19
"12/15/2017, Lake",7.5,31
"12/18/2017, Lake",12.1,51
"12/21/2017, Lake",4.9,20
"12/24/2017, Lake",8.4,35
"12/27/2017, Lake",4.7,20
"12/30/2017, Lake",11.2,47
"01/01/2017, Lake",11.2,47
"01/07/2017, Lake",12.4,52
"01/13/2017, Lake",5.6,23
"01/19/2017, Lake",7.9,33
"01/25/2017, Lake",6.5,27
"02/06/2017, Lake",14.1,55
"02/12/2017, Lake",16.3,60
"02/18/2017, Lake",7.9,33
"02/24/2017, Lake",5.5,23
"03/02/2017, Lake",2.5,10
"03/08/2017, Lake",2.0,8
"03/14/2017, Lake",2.7,11
"03/20/2017, Lake",14.0,55
"03/26/2017, Lake",9.2,38
"04/01/2017, Lake",5.0,21
"04/07/2017, Lake",1.3,5
"04/13/2017, Lake",4.2,18
"04/25/2017, Lake",2.6,11
"05/01/2017, Lake",5.5,23
"05/07/2017, Lake",2.5,10
"05/13/2017, Lake",8.7,36
"05/19/2017, Lake",4.7,20
"05/25/2017, Lake",2.3,10
"06/06/2017, Lake",1.9,8
"06/12/2017, Lake",12.3,51
"06/18/2017, Lake",8.0,33
"06/24/2017, Lake",4.7,20
"06/30/2017, Lake",4.7,20
"07/06/2017, Lake",11.5,48
"07/12/2017, Lake",9.5,40
"07/18/2017, Lake",8.3,35
"07/24/2017, Lake",5.5,23
"07/30/2017, Lake",7.0,29
"08/05/2017, Lake",4.3,18
"08/11/2017, Lake",12.9,53
"08/17/2017, Lake",9.0,38
"08/23/2017, Lake",7.2,30
"08/29/2017, Lake",9.7,40
"09/04/2017, Lake",11.4,48
"09/10/2017, Lake",3.0,13
"09/16/2017, Lake",10.8,45
"09/22/2017, Lake",10.0,42
"09/28/2017, Lake",2.4,10
"10/04/2017, Lake",7.3,30
"10/10/2017, Lake",9.4,39
"10/16/2017, Lake",2.2,9
"10/22/2017, Lake",10.6,44
"10/28/2017, Lake",3.1,13
"11/03/2017, Lake",2.7,11
"11/09/2017, Lake",7.6,32
"11/15/2017, Lake",11.2,47
"11/21/2017, Lake",4.8,20
"11/27/2017, Lake",9.1,38
"12/03/2017, Lake",22.6,73
"12/09/2017, Lake",8.5,35
"12/15/2017, Lake",7.7,32
"12/21/2017, Lake",5.2,22
"12/27/2017, Lake",5.4,23
"01/01/2017, Lake",8.8,37
"01/02/2017, Lake",7.8,33
"01/03/2017, Lake",2.8,12
"01/04/2017, Lake",4.4,18
"01/05/2017, Lake",4.6,19
"01/06/2017, Lake",8.2,34
"01/07/2017, Lake",7.1,30
"01/08/2017, Lake",4.3,18
"01/09/2017, Lake",6.2,26
"01/10/2017, Lake",5.6,23
"01/11/2017, Lake",6.5,27
"01/12/2017, Lake",6.2,26
"01/13/2017, Lake",5.0,21
"01/14/2017, Lake",6.6,28
"01/15/2017, Lake",10.9,45
"01/16/2017, Lake",13.5,54
"01/17/2017, Lake",6.2,26
"01/18/2017, Lake",4.1,17
"01/19/2017, Lake",3.6,15
"01/20/2017, Lake",7.6,32
"01/21/2017, Lake",6.4,27
"01/22/2017, Lake",5.4,23
"01/23/2017, Lake",5.7,24
"01/24/2017, Lake",4.9,20
"01/25/2017, Lake",5.1,21
"01/26/2017, Lake",3.6,15
"01/27/2017, Lake",3.5,15
"01/28/2017, Lake",7.0,29
"01/29/2017, Lake",4.0,17
"01/30/2017, Lake",3.4,14
"01/31/2017, Lake",6.1,25
"02/01/2017, Lake",4.8,20
"02/02/2017, Lake",4.0,17
"02/03/2017, Lake",5.1,21
"02/04/2017, Lake",3.8,16
"02/05/2017, Lake",8.6,36
"02/06/2017, Lake",9.5,40
"02/07/2017, Lake",5.7,24
"02/08/2017, Lake",3.3,14
"02/09/2017, Lake",3.9,16
"02/10/2017, Lake",3.9,16
"02/11/2017, Lake",10.0,42
"02/12/2017, Lake",7.2,30
"02/13/2017, Lake",4.0,17
"02/14/2017, Lake",4.4,18
"02/15/2017, Lake",3.2,13
"02/16/2017, Lake",4.6,19
"02/17/2017, Lake",7.7,32
"02/18/2017, Lake",8.8,37
"02/19/2017, Lake",13.4,54
"02/20/2017, Lake",6.0,25
"02/21/2017, Lake",10.0,42
"02/22/2017, Lake",11.9,50
"02/23/2017, Lake",9.8,41
"02/24/2017, Lake",7.9,33
"02/25/2017, Lake",5.0,21
"02/26/2017, Lake",6.0,25
"02/27/2017, Lake",7.3,30
"02/28/2017, Lake",6.8,28
"03/01/2017, Lake",5.1,21
"03/02/2017, Lake",5.4,23
"03/03/2017, Lake",5.4,23
"03/04/2017, Lake",4.7,20
"03/05/2017, Lake",5.6,23
"03/06/2017, Lake",10.8,45
"03/07/2017, Lake",8.3,35
"03/08/2017, Lake",5.0,21
"03/09/2017, Lake",4.7,20
"03/10/2017, Lake",4.6,19
"03/11/2017, Lake",5.0,21
"03/12/2017, Lake",4.8,20
"03/13/2017, Lake",4.7,20
"03/14/2017, Lake",4.4,18
"03/15/2017, Lake",5.7,24
"03/16/2017, Lake",6.3,26
"03/17/2017, Lake",9.3,39
"03/18/2017, Lake",8.8,37
"03/19/2017, Lake",11.7,49
"03/20/2017, Lake",10.1,42
"03/21/2017, Lake",9.2,38
"03/22/2017, Lake",5.5,23
"03/23/2017, Lake",6.5,27
"03/24/2017, Lake",14.3,56
"03/25/2017, Lake",8.7,36
"03/26/2017, Lake",9.7,40
"03/27/2017, Lake",5.5,23
"03/28/2017, Lake",5.0,21
"03/29/2017, Lake",5.6,23
"03/30/2017, Lake",5.3,22
"03/31/2017, Lake",5.3,22
"04/01/2017, Lake",5.3,22
"04/02/2017, Lake",6.9,29
"04/03/2017, Lake",7.7,32
"04/04/2017, Lake",6.6,28
"04/05/2017, Lake",3.6,15
"04/06/2017, Lake",4.5,19
"04/07/2017, Lake",3.6,15
"04/08/2017, Lake",5.2,22
"04/09/2017, Lake",5.7,24
"04/10/2017, Lake",10.6,44
"04/11/2017, Lake",7.6,32
"04/12/2017, Lake",5.3,22
"04/13/2017, Lake",5.5,23
"04/14/2017, Lake",6.7,28
"04/15/2017, Lake",12.8,52
"04/16/2017, Lake",8.6,36
"04/17/2017, Lake",4.9,20
"04/18/2017, Lake",5.4,23
"04/19/2017, Lake",9.4,39
"04/20/2017, Lake",6.9,29
"04/21/2017, Lake",3.2,13
"04/22/2017, Lake",5.2,22
"04/23/2017, Lake",7.1,30
"04/24/2017, Lake",5.9,25
"04/25/2017, Lake",4.3,18
"04/26/2017, Lake",5.0,21
"04/27/2017, Lake",7.0,29
"04/28/2017, Lake",5.7,24
"04/29/2017, Lake",5.1,21
"04/30/2017, Lake",6.5,27
"05/01/2017, Lake",6.0,25
"05/02/2017, Lake",3.6,15
"05/03/2017, Lake",5.0,21
"05/04/2017, Lake",5.2,22
"05/05/2017, Lake",2.7,11
"05/06/2017, Lake",3.9,16
"05/07/2017, Lake",4.2,18
"05/08/2017, Lake",4.6,19
"05/09/2017, Lake",6.0,25
"05/10/2017, Lake",5.5,23
"05/11/2017, Lake",5.1,21
"05/12/2017, Lake",7.6,32
"05/13/2017, Lake",9.1,38
"05/14/2017, Lake",6.9,29
"05/15/2017, Lake",5.1,21
"05/16/2017, Lake",10.0,42
"05/17/2017, Lake",11.7,49
"05/18/2017, Lake",10.8,45
"05/19/2017, Lake",4.5,19
"05/20/2017, Lake",5.9,25
"05/21/2017, Lake",7.3,30
"05/22/2017, Lake",4.0,17
"05/23/2017, Lake",6.0,25
"05/24/2017, Lake",7.6,32
"05/25/2017, Lake",3.3,14
"05/26/2017, Lake",5.2,22
"05/27/2017, Lake",7.7,32
"05/28/2017, Lake",10.2,43
"05/29/2017, Lake",6.8,28
"05/30/2017, Lake",5.8,24
"05/31/2017, Lake",5.5,23
"06/01/2017, Lake",5.6,23
