date_county,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE
"08/21/2017, Lorain",11.9,50
"08/22/2017, Lorain",5.7,24
"08/23/2017, Lorain",3.3,14
"08/24/2017, Lorain",2.3,10
"08/25/2017, Lorain",2.4,10
"08/26/2017, Lorain",4.0,17
"08/27/2017, Lorain",7.2,30
"08/28/2017, Lorain",7.6,32
"08/29/2017, Lorain",8.1,34
"08/30/2017, Lorain",9.6,40
"08/31/2017, Lorain",4.6,19
"09/01/2017, Lorain",1.3,5
"09/02/2017, Lorain",2.6,11
"09/03/2017, Lorain",7.3,30
"09/04/2017, Lorain",9.7,40
"09/05/2017, Lorain",4.5,19
"09/06/2017, Lorain",2.8,12
"09/07/2017, Lorain",1.3,5
"09/08/2017, Lorain",1.8,8
"09/09/2017, Lorain",1.6,7
"09/10/2017, Lorain",3.5,15
"09/11/2017, Lorain",2.5,10
"09/12/2017, Lorain",3.6,15
"09/13/2017, Lorain",3.9,16
"09/14/2017, Lorain",2.0,8
"09/15/2017, Lorain",3.9,16
"09/16/2017, Lorain",8.5,35
"09/17/2017, Lorain",11.0,46
"09/18/2017, Lorain",9.0,38
"09/19/2017, Lorain",10.5,44
"09/20/2017, Lorain",7.3,30
"09/21/2017, Lorain",8.9,37
"09/22/2017, Lorain",8.5,35
"09/23/2017, Lorain",8.2,34
"09/24/2017, Lorain",12.6,52
"09/25/2017, Lorain",11.0,46
"09/26/2017, Lorain",8.6,36
"09/27/2017, Lorain",7.5,31
"09/28/2017, Lorain",0.4,2
"09/29/2017, Lorain",1.8,8
"09/30/2017, Lorain",1.0,4
"10/01/2017, Lorain",3.7,15
"10/02/2017, Lorain",5.6,23
"10/03/2017, Lorain",4.4,18
"10/04/2017, Lorain",4.8,20
"10/05/2017, Lorain",1.6,7
"10/06/2017, Lorain",7.0,29
"10/07/2017, Lorain",4.7,20
"10/08/2017, Lorain",1.7,7
"10/09/2017, Lorain",3.1,13
"10/10/2017, Lorain",5.1,21
"10/11/2017, Lorain",3.2,13
"10/12/2017, Lorain",2.0,8
"10/13/2017, Lorain",3.4,14
"10/14/2017, Lorain",9.7,40
"10/15/2017, Lorain",4.6,19
"10/16/2017, Lorain",1.2,5
"10/17/2017, Lorain",2.8,12
"10/18/2017, Lorain",4.5,19
"10/19/2017, Lorain",6.1,25
"10/20/2017, Lorain",4.5,19
"10/21/2017, Lorain",8.0,33
"10/22/2017, Lorain",7.6,32
"10/23/2017, Lorain",2.8,12
"10/24/2017, Lorain",1.2,5
"10/25/2017, Lorain",1.6,7
"10/26/2017, Lorain",2.7,11
"10/27/2017, Lorain",2.7,11
"10/28/2017, Lorain",0.2,1
"10/29/2017, Lorain",0.3,1
"10/30/2017, Lorain",2.7,11
"10/31/2017, Lorain",1.9,8
"11/01/2017, Lorain",4.0,17
"11/02/2017, Lorain",7.7,32
"11/03/2017, Lorain",2.4,10
"11/04/2017, Lorain",3.9,16
"11/05/2017, Lorain",5.8,24
"11/06/2017, Lorain",2.1,9
"11/07/2017, Lorain",1.5,6
"11/08/2017, Lorain",2.5,10
"11/09/2017, Lorain",3.5,15
"11/10/2017, Lorain",0.2,1
"11/11/2017, Lorain",3.1,13
"11/12/2017, Lorain",10.0,42
"11/13/2017, Lorain",4.5,19
"11/14/2017, Lorain",6.4,27
"11/15/2017, Lorain",6.0,25
"11/16/2017, Lorain",1.5,6
"11/17/2017, Lorain",1.0,4
"11/18/2017, Lorain",2.8,12
"11/19/2017, Lorain",2.2,9
"11/20/2017, Lorain",2.9,12
"11/21/2017, Lorain",3.9,16
"11/22/2017, Lorain",1.2,5
"11/23/2017, Lorain",1.0,4
"11/24/2017, Lorain",2.4,10
"11/25/2017, Lorain",3.0,13
"11/26/2017, Lorain",1.5,6
"11/27/2017, Lorain",5.5,23
"11/28/2017, Lorain",3.4,14
"11/29/2017, Lorain",3.0,13
"11/30/2017, Lorain",6.3,26
"12/01/2017, Lorain",3.4,14
"12/02/2017, Lorain",8.4,35
"12/03/2017, Lorain",9.7,40
"12/04/2017, Lorain",7.9,33
"12/05/2017, Lorain",3.9,16
"12/06/2017, Lorain",0.3,1
"12/07/2017, Lorain",1.4,6
"12/08/2017, Lorain",1.7,7
"12/09/2017, Lorain",4.8,20
"12/10/2017, Lorain",3.3,14
"12/11/2017, Lorain",3.0,13
"12/12/2017, Lorain",1.7,7
"12/13/2017, Lorain",1.0,4
"12/14/2017, Lorain",3.5,15
"12/15/2017, Lorain",3.4,14
"12/16/2017, Lorain",5.0,21
"12/17/2017, Lorain",10.7,45
"12/18/2017, Lorain",5.6,23
"12/19/2017, Lorain",6.8,28
"12/20/2017, Lorain",2.3,10
"12/21/2017, Lorain",2.9,12
"12/22/2017, Lorain",5.8,24
"12/23/2017, Lorain",3.4,14
"12/24/2017, Lorain",3.4,14
"12/25/2017, Lorain",3.0,13
"12/26/2017, Lorain",2.8,12
"12/27/2017, Lorain",4.7,20
"12/28/2017, Lorain",4.4,18
"12/29/2017, Lorain",3.5,15
"12/30/2017, Lorain",2.1,9
"12/31/2017, Lorain",3.6,15
"01/01/2017, Medina",12.1,51
"01/04/2017, Medina",3.6,15
"01/07/2017, Medina",15.9,59
"01/13/2017, Medina",6.2,26
"01/16/2017, Medina",27.7,84
"01/19/2017, Medina",8.6,36
"02/03/2017, Medina",7.2,30
"02/06/2017, Medina",19.2,66
"02/09/2017, Medina",3.4,14
"02/12/2017, Medina",11.6,48
"02/15/2017, Medina",2.5,10
"02/18/2017, Medina",8.5,35
"02/21/2017, Medina",12.2,51
"02/24/2017, Medina",7.0,29
"02/27/2017, Medina",5.7,24
"03/02/2017, Medina",2.8,12
"03/05/2017, Medina",5.4,23
"03/08/2017, Medina",1.4,6
"03/11/2017, Medina",3.9,16
"03/14/2017, Medina",3.0,13
"03/17/2017, Medina",13.8,55
"03/20/2017, Medina",12.7,52
"03/23/2017, Medina",5.7,24
"03/26/2017, Medina",10.0,42
"03/29/2017, Medina",4.0,17
"04/01/2017, Medina",6.9,29
"04/04/2017, Medina",3.4,14
"04/16/2017, Medina",7.5,31
"04/19/2017, Medina",6.6,28
"04/22/2017, Medina",3.2,13
"04/25/2017, Medina",4.0,17
"04/28/2017, Medina",11.3,47
"05/01/2017, Medina",5.7,24
"05/04/2017, Medina",5.5,23
"05/07/2017, Medina",3.0,13
"05/10/2017, Medina",5.0,21
"05/13/2017, Medina",7.4,31
"05/16/2017, Medina",9.2,38
"05/19/2017, Medina",6.2,26
"05/22/2017, Medina",3.2,13
"05/25/2017, Medina",2.8,12
"05/28/2017, Medina",8.6,36
"05/31/2017, Medina",4.0,17
"06/03/2017, Medina",9.1,38
"06/06/2017, Medina",2.6,11
"06/09/2017, Medina",7.0,29
"06/12/2017, Medina",10.9,45
"06/21/2017, Medina",4.7,20
"06/24/2017, Medina",4.2,18
"06/27/2017, Medina",3.2,13
"06/30/2017, Medina",5.7,24
"07/03/2017, Medina",7.7,32
"07/06/2017, Medina",10.5,44
"07/09/2017, Medina",7.5,31
"07/15/2017, Medina",4.8,20
"07/18/2017, Medina",11.2,47
"07/21/2017, Medina",9.5,40
"07/24/2017, Medina",4.6,19
"07/27/2017, Medina",11.1,46
"07/30/2017, Medina",7.8,33
"08/02/2017, Medina",11.5,48
"08/05/2017, Medina",3.9,16
"08/08/2017, Medina",6.9,29
"08/11/2017, Medina",11.7,49
"08/14/2017, Medina",8.1,34
"08/17/2017, Medina",9.7,40
"08/20/2017, Medina",11.4,48
"08/23/2017, Medina",6.8,28
"08/26/2017, Medina",6.8,28
"08/29/2017, Medina",10.4,43
"09/01/2017, Medina",2.7,11
"09/04/2017, Medina",15.3,58
"09/07/2017, Medina",2.0,8
"09/10/2017, Medina",3.6,15
"09/13/2017, Medina",4.7,20
"09/16/2017, Medina",12.0,50
"09/19/2017, Medina",13.1,53
"09/22/2017, Medina",10.2,43
"09/25/2017, Medina",10.8,45
"09/28/2017, Medina",2.2,9
"10/01/2017, Medina",5.8,24
"10/04/2017, Medina",6.7,28
"10/07/2017, Medina",7.9,33
"10/10/2017, Medina",7.0,29
"10/13/2017, Medina",6.4,27
"10/16/2017, Medina",2.2,9
"10/19/2017, Medina",7.5,31
"10/22/2017, Medina",10.5,44
"10/25/2017, Medina",2.7,11
"10/28/2017, Medina",3.1,13
"10/31/2017, Medina",3.4,14
"11/03/2017, Medina",4.4,18
"11/06/2017, Medina",2.7,11
"11/09/2017, Medina",8.6,36
"11/12/2017, Medina",18.9,65
"11/15/2017, Medina",13.5,54
"11/18/2017, Medina",4.7,20
"11/21/2017, Medina",4.6,19
"11/24/2017, Medina",7.3,30
"11/27/2017, Medina",10.9,45
"11/30/2017, Medina",11.8,49
"12/03/2017, Medina",18.8,65
"12/06/2017, Medina",3.2,13
"12/09/2017, Medina",11.6,48
"12/12/2017, Medina",4.7,20
"12/15/2017, Medina",15.1,57
"12/18/2017, Medina",12.7,52
"12/21/2017, Medina",5.8,24
"12/24/2017, Medina",15.1,57
"12/27/2017, Medina",10.7,45
"12/30/2017, Medina",13.2,53
"01/01/2017, Medina",11.6,48
"01/02/2017, Medina",12.1,51
"01/03/2017, Medina",4.2,18
"01/04/2017, Medina",4.9,20
"01/05/2017, Medina",6.8,28
"01/06/2017, Medina",15.3,58
"01/07/2017, Medina",15.1,57
"01/08/2017, Medina",5.5,23
"01/09/2017, Medina",9.5,40
"01/10/2017, Medina",6.3,26
"01/11/2017, Medina",6.2,26
"01/12/2017, Medina",3.8,16
"01/13/2017, Medina",6.6,28
"01/14/2017, Medina",9.6,40
"01/15/2017, Medina",18.0,63
"01/16/2017, Medina",24.7,77
"01/17/2017, Medina",8.2,34
"01/18/2017, Medina",2.3,10
"01/19/2017, Medina",6.1,25
"01/20/2017, Medina",6.2,26
"01/21/2017, Medina",6.3,26
"01/22/2017, Medina",5.1,21
"01/23/2017, Medina",6.9,29
"01/24/2017, Medina",3.7,15
"01/25/2017, Medina",5.4,23
"01/26/2017, Medina",4.1,17
"01/27/2017, Medina",3.9,16
"01/28/2017, Medina",9.4,39
"01/29/2017, Medina",8.7,36
"01/30/2017, Medina",4.6,19
"01/31/2017, Medina",4.4,18
"02/01/2017, Medina",6.1,25
"02/02/2017, Medina",5.3,22
"02/03/2017, Medina",8.0,33
"02/04/2017, Medina",5.9,25
"02/05/2017, Medina",10.8,45
"02/06/2017, Medina",15.9,59
"02/07/2017, Medina",5.1,21
"02/08/2017, Medina",6.5,27
"02/09/2017, Medina",5.4,23
"02/10/2017, Medina",9.2,38
"02/11/2017, Medina",8.5,35
"02/12/2017, Medina",11.1,46
"02/13/2017, Medina",3.9,16
"02/14/2017, Medina",6.1,25
"02/15/2017, Medina",3.5,15
"02/16/2017, Medina",4.7,20
"02/17/2017, Medina",10.5,44
"02/18/2017, Medina",9.6,40
"02/19/2017, Medina",12.3,51
"02/20/2017, Medina",9.4,39
"02/21/2017, Medina",12.2,51
"02/22/2017, Medina",13.3,54
"02/23/2017, Medina",9.8,41
"02/24/2017, Medina",7.4,31
"02/25/2017, Medina",3.5,15
"02/26/2017, Medina",6.2,26
"02/27/2017, Medina",6.2,26
"02/28/2017, Medina",8.0,33
"03/01/2017, Medina",4.4,18
"03/02/2017, Medina",3.1,13
"03/03/2017, Medina",4.1,17
"03/04/2017, Medina",4.1,17
"03/05/2017, Medina",5.6,23
"03/06/2017, Medina",8.5,35
"03/07/2017, Medina",7.4,31
"03/08/2017, Medina",1.3,5
"03/09/2017, Medina",2.0,8
"03/10/2017, Medina",3.9,16
"03/11/2017, Medina",4.2,18
"03/12/2017, Medina",5.7,24
"03/13/2017, Medina",5.3,22
"03/14/2017, Medina",2.9,12
"03/15/2017, Medina",4.0,17
"03/16/2017, Medina",6.3,26
"03/17/2017, Medina",12.7,52
"03/18/2017, Medina",8.5,35
"03/19/2017, Medina",14.8,57
"03/20/2017, Medina",11.8,49
"03/21/2017, Medina",9.0,38
"03/22/2017, Medina",4.0,17
"03/23/2017, Medina",5.7,24
"03/24/2017, Medina",10.6,44
"03/25/2017, Medina",12.5,52
"03/26/2017, Medina",9.9,41
"03/27/2017, Medina",4.6,19
"03/28/2017, Medina",5.4,23
"03/29/2017, Medina",4.4,18
"03/30/2017, Medina",5.8,24
"03/31/2017, Medina",3.6,15
"04/01/2017, Medina",5.6,23
"04/02/2017, Medina",6.9,29
"04/03/2017, Medina",5.8,24
"04/04/2017, Medina",4.6,19
"04/05/2017, Medina",2.8,12
"04/06/2017, Medina",3.5,15
"04/07/2017, Medina",1.9,8
"04/08/2017, Medina",3.0,13
"04/09/2017, Medina",6.3,26
"04/10/2017, Medina",6.2,26
"04/11/2017, Medina",5.9,25
"04/12/2017, Medina",3.5,15
"04/13/2017, Medina",5.2,22
"04/14/2017, Medina",7.1,30
"04/15/2017, Medina",13.4,54
"04/16/2017, Medina",8.1,34
"04/17/2017, Medina",1.8,8
"04/18/2017, Medina",3.5,15
"04/19/2017, Medina",5.7,24
"04/20/2017, Medina",5.1,21
"04/21/2017, Medina",1.9,8
"04/22/2017, Medina",2.7,11
"04/23/2017, Medina",4.4,18
"04/24/2017, Medina",2.6,11
"04/25/2017, Medina",3.1,13
"04/26/2017, Medina",5.6,23
"04/27/2017, Medina",6.0,25
"04/28/2017, Medina",5.1,21
"04/29/2017, Medina",6.7,28
"04/30/2017, Medina",9.0,38
"05/01/2017, Medina",6.0,25
"05/02/2017, Medina",2.2,9
"05/03/2017, Medina",3.4,14
"05/04/2017, Medina",4.8,20
"05/05/2017, Medina",2.0,8
"05/06/2017, Medina",2.7,11
"05/07/2017, Medina",2.6,11
"05/08/2017, Medina",2.9,12
"05/09/2017, Medina",4.5,19
"05/10/2017, Medina",5.6,23
"05/16/2017, Medina",8.2,34
"05/17/2017, Medina",12.0,50
"05/18/2017, Medina",9.2,38
"05/19/2017, Medina",6.6,28
"05/20/2017, Medina",8.6,36
"05/21/2017, Medina",6.5,27
"05/22/2017, Medina",2.7,11
"05/23/2017, Medina",6.4,27
"05/24/2017, Medina",5.5,23
"05/25/2017, Medina",1.9,8
"05/26/2017, Medina",5.7,24
"05/27/2017, Medina",7.6,32
"05/28/2017, Medina",8.5,35
"05/29/2017, Medina",4.7,20
"05/30/2017, Medina",4.6,19
"05/31/2017, Medina",2.8,12
"06/01/2017, Medina",5.1,21
"06/02/2017, Medina",6.9,29
"06/03/2017, Medina",9.2,38
"06/04/2017, Medina",10.3,43
"06/05/2017, Medina",7.6,32
"06/06/2017, Medina",4.7,20
"06/07/2017, Medina",2.3,10
"06/08/2017, Medina",4.0,17
"06/09/2017, Medina",6.9,29
"06/10/2017, Medina",8.5,35
"06/11/2017, Medina",10.4,43
"06/12/2017, Medina",10.3,43
"06/13/2017, Medina",8.9,37
"06/14/2017, Medina",6.7,28
"06/15/2017, Medina",4.3,18
"06/16/2017, Medina",5.4,23
"06/17/2017, Medina",9.6,40
"06/18/2017, Medina",7.1,30
"06/19/2017, Medina",2.8,12
"06/20/2017, Medina",3.3,14
"06/21/2017, Medina",4.9,20
"06/22/2017, Medina",7.0,29
"06/23/2017, Medina",2.2,9
"06/24/2017, Medina",4.7,20
"06/25/2017, Medina",4.0,17
"06/26/2017, Medina",2.9,12
"06/27/2017, Medina",3.0,13
"06/28/2017, Medina",4.5,19
"06/29/2017, Medina",7.6,32
"06/30/2017, Medina",5.5,23
"07/01/2017, Medina",4.3,18
"07/02/2017, Medina",6.2,26
"07/03/2017, Medina",7.0,29
"07/04/2017, Medina",6.5,27
"07/05/2017, Medina",9.1,38
"07/06/2017, Medina",10.1,42
"07/07/2017, Medina",6.0,25
"07/08/2017, Medina",5.5,23
"07/09/2017, Medina",8.6,36
"07/11/2017, Medina",19.4,66
"07/12/2017, Medina",12.5,52
"07/13/2017, Medina",20.4,68
"07/14/2017, Medina",8.7,36
"07/15/2017, Medina",7.1,30
"07/16/2017, Medina",7.2,30
"07/17/2017, Medina",17.8,63
"07/18/2017, Medina",10.9,45
"07/19/2017, Medina",12.8,52
"07/20/2017, Medina",8.1,34
"07/21/2017, Medina",7.7,32
"07/22/2017, Medina",9.1,38
"07/23/2017, Medina",5.3,22
"07/24/2017, Medina",4.3,18
"07/25/2017, Medina",12.3,51
"07/26/2017, Medina",7.2,30
"07/27/2017, Medina",6.5,27
"07/28/2017, Medina",8.3,35
"07/29/2017, Medina",5.0,21
"07/30/2017, Medina",8.7,36
"07/31/2017, Medina",7.4,31
"08/01/2017, Medina",8.5,35
"08/02/2017, Medina",9.3,39
"08/03/2017, Medina",10.2,43
"08/04/2017, Medina",7.4,31
"08/05/2017, Medina",4.0,17
"08/06/2017, Medina",5.4,23
"08/07/2017, Medina",7.2,30
"08/08/2017, Medina",7.3,30
"08/09/2017, Medina",11.1,46
"08/10/2017, Medina",13.0,53
"08/11/2017, Medina",11.5,48
"08/12/2017, Medina",8.5,35
"08/13/2017, Medina",6.4,27
"08/14/2017, Medina",7.7,32
"08/15/2017, Medina",10.6,44
"08/16/2017, Medina",8.5,35
"08/17/2017, Medina",10.4,43
"08/18/2017, Medina",4.9,20
"08/19/2017, Medina",6.7,28
"08/20/2017, Medina",10.8,45
"08/21/2017, Medina",11.7,49
"08/22/2017, Medina",9.6,40
"08/23/2017, Medina",6.6,28
"08/24/2017, Medina",6.5,27
"08/25/2017, Medina",5.2,22
"08/26/2017, Medina",7.1,30
"08/27/2017, Medina",10.2,43
"08/28/2017, Medina",11.0,46
"08/29/2017, Medina",10.6,44
"08/30/2017, Medina",11.6,48
"08/31/2017, Medina",9.3,39
"09/01/2017, Medina",3.7,15
"09/02/2017, Medina",5.9,25
"09/03/2017, Medina",9.3,39
"09/04/2017, Medina",14.6,56
"09/05/2017, Medina",10.6,44
"09/06/2017, Medina",5.2,22
"09/07/2017, Medina",2.9,12
"09/08/2017, Medina",3.4,14
"09/09/2017, Medina",4.9,20
"09/10/2017, Medina",4.9,20
"09/11/2017, Medina",4.8,20
"09/12/2017, Medina",5.9,25
"09/13/2017, Medina",5.7,24
"09/14/2017, Medina",3.5,15
"09/15/2017, Medina",4.8,20
"09/16/2017, Medina",11.4,48
"09/17/2017, Medina",9.4,39
"09/18/2017, Medina",8.7,36
"09/19/2017, Medina",12.6,52
"09/20/2017, Medina",9.9,41
"09/21/2017, Medina",11.3,47
"09/22/2017, Medina",10.6,44
"09/23/2017, Medina",10.3,43
"09/24/2017, Medina",10.6,44
"09/25/2017, Medina",10.5,44
"09/26/2017, Medina",9.3,39
"09/27/2017, Medina",10.9,45
"09/28/2017, Medina",3.3,14
"09/29/2017, Medina",5.4,23
"09/30/2017, Medina",3.4,14
"10/01/2017, Medina",5.9,25
"10/02/2017, Medina",5.8,24
"10/03/2017, Medina",5.8,24
"10/04/2017, Medina",7.0,29
"10/05/2017, Medina",4.9,20
"10/06/2017, Medina",10.1,42
"10/07/2017, Medina",9.0,38
"10/08/2017, Medina",2.8,12
"10/09/2017, Medina",2.4,10
"10/10/2017, Medina",7.7,32
"10/11/2017, Medina",8.5,35
"10/12/2017, Medina",4.2,18
"10/13/2017, Medina",7.7,32
"10/14/2017, Medina",9.4,39
"10/15/2017, Medina",6.2,26
"10/16/2017, Medina",3.5,15
"10/17/2017, Medina",6.5,27
"10/18/2017, Medina",5.3,22
"10/19/2017, Medina",8.0,33
"10/20/2017, Medina",8.4,35
"10/21/2017, Medina",13.2,53
"10/22/2017, Medina",11.1,46
"10/23/2017, Medina",6.2,26
"10/24/2017, Medina",3.1,13
"10/25/2017, Medina",4.2,18
"10/26/2017, Medina",5.2,22
"10/27/2017, Medina",8.0,33
"10/28/2017, Medina",5.1,21
"10/29/2017, Medina",4.8,20
"10/30/2017, Medina",4.9,20
"10/31/2017, Medina",4.6,19
"11/01/2017, Medina",8.1,34
"11/02/2017, Medina",8.3,35
"11/03/2017, Medina",5.7,24
"11/04/2017, Medina",6.3,26
"11/05/2017, Medina",7.6,32
"11/06/2017, Medina",4.0,17
"11/07/2017, Medina",5.6,23
"11/08/2017, Medina",7.0,29
"11/09/2017, Medina",9.5,40
"11/10/2017, Medina",4.7,20
"11/11/2017, Medina",10.1,42
"11/12/2017, Medina",19.3,66
"11/13/2017, Medina",13.4,54
"11/14/2017, Medina",14.0,55
"11/15/2017, Medina",11.5,48
"11/16/2017, Medina",5.4,23
"11/17/2017, Medina",5.7,24
"11/18/2017, Medina",5.8,24
"11/19/2017, Medina",4.4,18
"11/20/2017, Medina",7.7,32
"11/21/2017, Medina",5.6,23
"11/22/2017, Medina",5.2,22
"11/23/2017, Medina",8.8,37
"11/24/2017, Medina",8.5,35
"11/25/2017, Medina",5.1,21
"11/26/2017, Medina",4.2,18
"11/27/2017, Medina",10.8,45
"11/28/2017, Medina",6.9,29
"11/29/2017, Medina",7.0,29
"11/30/2017, Medina",10.6,44
"12/01/2017, Medina",7.3,30
"12/02/2017, Medina",17.2,62
"12/03/2017, Medina",18.0,63
"12/04/2017, Medina",15.0,57
"12/05/2017, Medina",6.7,28
"12/06/2017, Medina",8.6,36
"12/07/2017, Medina",7.2,30
"12/08/2017, Medina",9.0,38
"12/09/2017, Medina",13.6,54
"12/10/2017, Medina",11.7,49
"12/11/2017, Medina",10.7,45
"12/12/2017, Medina",7.5,31
"12/13/2017, Medina",6.9,29
"12/14/2017, Medina",9.7,40
"12/15/2017, Medina",16.9,61
"12/16/2017, Medina",11.1,46
"12/17/2017, Medina",17.5,62
"12/18/2017, Medina",13.3,54
"12/19/2017, Medina",13.6,54
"12/20/2017, Medina",8.3,35
"12/21/2017, Medina",7.5,31
"12/22/2017, Medina",9.0,38
"12/23/2017, Medina",9.2,38
"12/24/2017, Medina",15.7,59
"12/25/2017, Medina",8.2,34
"12/26/2017, Medina",8.7,36
"12/27/2017, Medina",12.0,50
"12/28/2017, Medina",13.8,55
"12/29/2017, Medina",16.5,60
"12/30/2017, Medina",13.9,55
"12/31/2017, Medina",10.3,43
